participant,line_num,label,image_clicked,trial_start_time,context_start_time,context_end_time,target_start_time,target_audio_start_time,target_audio_end_time,mouse_move,mouse_start_time,mouse_end_time,question_answer_time,trial_end_time
21B,5364,Trial: 42,target,1.512536e6,1.513536e6,1.543914e6,1.54436e6,1.544396e6,1.546173e6,0,1.54436e6,1.546923e6,1.549179e6,1.549182e6
21B,5462,Trial: 43,target,1.551015e6,1.552015e6,1.575201e6,1.575784e6,1.575817e6,1.57769e6,0,1.575784e6,1.577939e6,1.57977e6,1.579772e6
21B,5583,Trial: 44,target,1.581655e6,1.582655e6,1.599607e6,1.600036e6,1.600068e6,1.602577e6,0,1.600036e6,1.602811e6,1.604722e6,1.604724e6
21B,5683,Trial: 45,target,1.606307e6,1.607307e6,1.632065e6,1.63271e6,1.632739e6,1.634696e6,0,1.632711e6,1.635386e6,1.638201e6,1.638203e6
21B,5785,Trial: 46,target,1.769647e6,1.770647e6,1.789899e6,1.790246e6,1.790275e6,1.792426e6,0,1.790247e6,1.792584e6,1.794168e6,1.79417e6
21B,5872,Trial: 47,target,1.7959e6,1.7969e6,1.816935e6,1.818117e6,1.818146e6,1.820148e6,0,1.818118e6,1.820568e6,1.822169e6,1.822172e6
21B,5971,Trial: 48,target,1.823755e6,1.824755e6,1.850635e6,1.850992e6,1.851027e6,1.853073e6,0,1.850992e6,1.853424e6,1.856479e6,1.856481e6
21B,6070,Trial: 49,target,1.858514e6,1.859514e6,1.8742e6,1.87451e6,1.874538e6,1.876859e6,0,1.87451e6,1.877119e6,1.879094e6,1.879097e6
21B,6191,Trial: 50,target,1.880681e6,1.881681e6,1.899724e6,1.90063e6,1.900659e6,1.903108e6,0,1.90063e6,1.903512e6,1.907855e6,1.907858e6
21B,6296,Trial: 51,target,1.90952e6,1.91052e6,1.930958e6,1.931286e6,1.93132e6,1.934025e6,0,1.931287e6,1.93431e6,1.936712e6,1.936714e6
21B,6422,Trial: 52,target,1.938258e6,1.939258e6,1.960783e6,1.962043e6,1.962071e6,1.963958e6,0,1.962043e6,1.964487e6,1.966206e6,1.966208e6
21B,6540,Trial: 53,target,1.967881e6,1.968881e6,1.989476e6,1.991065e6,1.991092e6,1.992765e6,0,1.991065e6,1.99347e6,1.994974e6,1.994977e6
21B,6673,Trial: 54,target,1.997686e6,1.998686e6,2.022383e6,2.022705e6,2.022733e6,2.024807e6,0,2.022706e6,2.024941e6,2.027551e6,2.027553e6
21B,6771,Trial: 55,target,2.030244e6,2.031244e6,2.049751e6,2.050877e6,2.050904e6,2.053419e6,0,2.050877e6,2.054134e6,2.056213e6,2.056216e6
21B,6911,Trial: 56,target,2.057849e6,2.058849e6,2.079615e6,2.080232e6,2.080266e6,2.08233e6,0,2.080233e6,2.082462e6,2.085421e6,2.085424e6
21B,7018,Trial: 57,target,2.087738e6,2.088738e6,2.105503e6,2.106752e6,2.106787e6,2.108737e6,0,2.106753e6,2.109078e6,2.112197e6,2.1122e6
21B,7121,Trial: 58,target,2.113991e6,2.114991e6,2.132951e6,2.133773e6,2.133808e6,2.136028e6,0,2.133773e6,2.136237e6,2.138445e6,2.138448e6
21B,7260,Trial: 59,target,2.140094e6,2.141094e6,2.164036e6,2.16498e6,2.165009e6,2.166975e6,0,2.16498e6,2.168055e6,2.170532e6,2.170535e6
21B,7400,Trial: 60,target,2.172235e6,2.173235e6,2.198349e6,2.198805e6,2.19884e6,2.200792e6,0,2.198806e6,2.201164e6,2.204277e6,2.204279e6
21B,7507,Trial: 61,target,2.207629e6,2.208629e6,2.224211e6,2.225359e6,2.225391e6,2.227304e6,0,2.225359e6,2.227957e6,2.229812e6,2.229815e6
22B,172,Trial: 1,target,160543.5,161543.0,176088.1,176422.1,176453.0,178493.1,0,176422.5,178921.2,180993.6,180996.1
22B,349,Trial: 2,target,188197.7,189197.0,208775.0,209113.4,209144.0,211691.1,0,209113.8,212296.2,214191.9,214194.3
22B,481,Trial: 3,target,215768.4,216768.0,243606.1,243939.7,243975.0,245891.0,0,243940.0,246240.2,248007.9,248011.1
22B,626,Trial: 4,target,249527.2,250527.0,265213.1,265589.3,265616.0,267937.0,0,265589.6,268000.3,269711.3,269713.8
22B,759,Trial: 5,target,271210.2,272210.0,290253.2,290574.8,290607.0,293056.0,0,290575.2,293262.8,295198.5,295200.9
22B,860,Trial: 6,target,296696.1,297696.0,311752.1,312124.4,312158.0,314298.2,0,312124.7,314439.2,315615.7,315618.2
22B,1000,Trial: 7,target,317078.1,318078.0,332865.0,333206.9,333238.0,335515.0,0,333207.3,335927.4,337599.8,337601.7
22B,1129,Trial: 8,target,339328.2,340328.0,360363.0,360711.0,360739.0,362741.0,0,360711.3,363183.4,364710.0,364716.6
22B,1266,Trial: 9,target,366165.1,367165.0,390203.1,391033.8,391070.0,393084.0,0,391034.2,393510.3,395687.0,395689.0
22B,1381,Trial: 10,target,397321.9,398321.0,421389.1,421656.9,421691.0,423645.0,0,421657.3,423990.0,425749.7,425752.1
22B,1483,Trial: 11,target,427277.8,428277.0,449060.1,449394.5,449422.0,451486.1,0,449394.8,451725.5,453892.6,453895.0
22B,1607,Trial: 12,target,455332.3,456332.0,477957.0,478349.6,478383.0,480280.0,0,478349.9,480541.3,481844.7,481847.1
22B,1741,Trial: 13,target,483303.3,484303.0,502263.1,502701.3,502734.0,504955.2,0,502701.6,505165.9,506741.3,506743.8
22B,1870,Trial: 14,target,508188.7,509188.0,532130.1,532457.0,532485.0,534451.0,0,532457.4,534740.1,536147.5,536161.5
22B,2018,Trial: 15,target,537610.9,538610.0,563732.1,564030.8,564066.0,566017.9,0,564031.2,566436.0,569075.2,569077.7
22B,2158,Trial: 16,target,570485.7,571485.0,587067.1,587431.8,587467.0,589380.0,0,587432.2,589707.7,591228.8,591231.3
22B,2304,Trial: 17,target,592585.7,593585.0,611867.1,612167.1,612198.0,614838.0,0,612167.5,615259.9,616916.0,616918.5
22B,2432,Trial: 18,target,618672.0,619672.0,637186.1,637502.8,637539.0,639335.0,0,637503.2,639818.6,641651.0,641653.5
22B,2553,Trial: 19,target,643057.0,644057.0,657724.1,658051.7,658079.0,660126.0,0,658052.0,660467.7,662034.0,662039.6
22B,2672,Trial: 20,target,663522.4,664522.0,681454.1,681869.6,681900.0,683647.0,0,681869.9,684059.0,685930.7,685933.2
22B,2774,Trial: 21,target,687507.2,688507.0,702913.0,703185.7,703221.0,705339.1,0,703186.0,705434.8,706778.4,706780.8
22B,2905,Trial: 22,target,708339.5,709339.0,733849.2,734142.4,734172.0,736002.0,0,734142.8,736785.6,738601.9,738614.1
22B,3034,Trial: 23,target,740897.4,741897.0,761880.2,762613.8,762643.0,764807.0,0,762614.1,764929.7,766754.6,766757.1
22B,3144,Trial: 24,target,768184.6,769184.0,789779.1,790084.5,790114.0,791788.0,0,790084.8,792089.3,793825.4,793827.8
22B,3285,Trial: 25,target,795271.7,796271.0,822064.0,822342.1,822375.0,824421.0,0,822342.5,824793.9,827160.6,827164.2
22B,3391,Trial: 26,target,828646.9,829646.0,847022.1,847327.6,847356.0,849147.9,0,847328.0,849384.0,851320.2,851322.7
22B,3505,Trial: 27,target,852731.7,853731.0,875774.1,876099.3,876127.0,877950.0,0,876099.6,878351.7,880353.4,880355.8
22B,3645,Trial: 28,target,882304.0,883304.0,903466.1,903786.8,903818.0,906138.0,0,903787.2,906648.4,908623.4,908625.7
22B,3764,Trial: 29,target,910108.3,911108.0,933753.1,934209.7,934239.0,936524.1,0,934210.1,936608.4,938895.2,938898.4
22B,3894,Trial: 30,target,940364.4,941364.0,959455.1,960129.3,960160.0,962439.1,0,960129.7,962600.3,964815.8,964818.1
22B,4065,Trial: 31,target,966300.6,967300.0,989126.0,989234.5,989271.0,991481.1,0,989234.9,991663.3,993638.8,993641.3
22B,4212,Trial: 32,target,995055.6,996055.0,1.021502e6,1.021925e6,1.021962e6,1.023843e6,0,1.021926e6,1.02495e6,1.026487e6,1.02649e6
22B,4367,Trial: 33,target,1.027863e6,1.028863e6,1.046594e6,1.046961e6,1.046993e6,1.049148e6,0,1.046961e6,1.049695e6,1.051389e6,1.051392e6
22B,4489,Trial: 34,target,1.052915e6,1.053915e6,1.069866e6,1.069928e6,1.069963e6,1.071988e6,0,1.069929e6,1.07227e6,1.074373e6,1.074376e6
22B,4687,Trial: 35,target,1.077384e6,1.078384e6,1.095395e6,1.095698e6,1.095734e6,1.098335e6,0,1.095698e6,1.099292e6,1.101892e6,1.101895e6
22B,4825,Trial: 36,target,1.103303e6,1.104303e6,1.134435e6,1.13471e6,1.134746e6,1.137002e6,0,1.134711e6,1.137485e6,1.139285e6,1.139287e6
22B,4970,Trial: 37,target,1.140648e6,1.141648e6,1.162086e6,1.162381e6,1.162417e6,1.165122e6,0,1.162382e6,1.165269e6,1.167004e6,1.167006e6
22B,5095,Trial: 38,target,1.168669e6,1.169669e6,1.189894e6,1.190202e6,1.190237e6,1.192081e6,0,1.190203e6,1.192563e6,1.193957e6,1.193959e6
22B,5218,Trial: 39,target,1.195323e6,1.196323e6,1.213711e6,1.21442e6,1.214448e6,1.217049e6,0,1.214421e6,1.217317e6,1.219915e6,1.219917e6
22B,5359,Trial: 40,target,1.221392e6,1.222392e6,1.250897e6,1.251415e6,1.25145e6,1.253202e6,0,1.251415e6,1.253539e6,1.255764e6,1.25577e6
22B,5496,Trial: 41,target,1.738382e6,1.739382e6,1.764138e6,1.764485e6,1.764517e6,1.766404e6,0,1.764485e6,1.766718e6,1.768468e6,1.768473e6
22B,5599,Trial: 42,target,1.769839e6,1.770839e6,1.789346e6,1.789654e6,1.789688e6,1.792203e6,0,1.789654e6,1.792446e6,1.793692e6,1.793696e6
22B,5714,Trial: 43,target,1.795108e6,1.796108e6,1.815976e6,1.816324e6,1.816359e6,1.818369e6,0,1.816324e6,1.818805e6,1.820589e6,1.820592e6
22B,5820,Trial: 44,target,1.821928e6,1.822928e6,1.8392e6,1.839475e6,1.83951e6,1.841562e6,0,1.839475e6,1.84206e6,1.843963e6,1.843966e6
22B,5953,Trial: 45,target,1.845729e6,1.846729e6,1.86608e6,1.866362e6,1.866391e6,1.868281e6,0,1.866362e6,1.868556e6,1.870699e6,1.870701e6
22B,6089,Trial: 46,target,1.872383e6,1.873383e6,1.88918e6,1.889512e6,1.889541e6,1.892033e6,0,1.889513e6,1.89278e6,1.895211e6,1.895214e6
22B,6211,Trial: 47,target,1.897118e6,1.898118e6,1.924596e6,1.924639e6,1.924673e6,1.926652e6,0,1.924639e6,1.927034e6,1.929115e6,1.929117e6
22B,6322,Trial: 48,target,1.930493e6,1.931493e6,1.95837e6,1.958448e6,1.958484e6,1.960892e6,0,1.958448e6,1.961323e6,1.962875e6,1.962877e6
22B,6448,Trial: 49,target,1.964619e6,1.965619e6,1.985734e6,1.986069e6,1.986105e6,1.98798e6,0,1.986069e6,1.988363e6,1.990667e6,1.990669e6
22B,6561,Trial: 50,target,1.99204e6,1.99304e6,2.01533e6,2.015641e6,2.015676e6,2.017619e6,0,2.015641e6,2.018266e6,2.020289e6,2.020292e6
22B,6677,Trial: 51,target,2.021679e6,2.022679e6,2.042421e6,2.042461e6,2.042496e6,2.044679e6,0,2.042461e6,2.045067e6,2.046681e6,2.046683e6
22B,6773,Trial: 52,target,2.048866e6,2.049866e6,2.066198e6,2.066513e6,2.066547e6,2.068559e6,0,2.066513e6,2.068889e6,2.070608e6,2.070611e6
22B,6921,Trial: 53,target,2.072e6,2.073e6,2.10706e6,2.10736e6,2.107389e6,2.109494e6,0,2.10736e6,2.109865e6,2.111953e6,2.111956e6
22B,7063,Trial: 54,target,2.113398e6,2.114398e6,2.134286e6,2.134614e6,2.13465e6,2.13746e6,0,2.134614e6,2.137808e6,2.140065e6,2.14007e6
22B,7175,Trial: 55,target,2.141886e6,2.142886e6,2.164448e6,2.16477e6,2.164801e6,2.166929e6,0,2.16477e6,2.1674e6,2.169695e6,2.169698e6
22B,7303,Trial: 56,target,2.171091e6,2.172091e6,2.191343e6,2.191674e6,2.191702e6,2.193853e6,0,2.191674e6,2.194281e6,2.19584e6,2.195845e6
22B,7425,Trial: 57,target,2.198696e6,2.199695e6,2.222825e6,2.223097e6,2.223133e6,2.224907e6,0,2.223098e6,2.225352e6,2.227026e6,2.227035e6
22B,7544,Trial: 58,target,2.228551e6,2.229551e6,2.260508e6,2.260809e6,2.260844e6,2.262643e6,0,2.260809e6,2.263311e6,2.266278e6,2.266281e6
22B,7673,Trial: 59,target,2.268114e6,2.269114e6,2.286066e6,2.286412e6,2.286445e6,2.288954e6,0,2.286412e6,2.289358e6,2.291366e6,2.291368e6
22B,7788,Trial: 60,target,2.292783e6,2.293783e6,2.318858e6,2.31917e6,2.319206e6,2.321163e6,0,2.31917e6,2.321574e6,2.323078e6,2.32308e6
22B,7917,Trial: 61,target,2.324524e6,2.325524e6,2.348579e6,2.348909e6,2.348937e6,2.350815e6,0,2.348909e6,2.35135e6,2.353933e6,2.353935e6
23B,155,Trial: 1,target,704964.3,705964.0,720509.2,720859.6,720893.0,722933.0,0,720860.0,723279.4,724821.8,724824.2
23B,250,Trial: 2,target,730033.2,731033.0,751016.0,751549.5,751584.0,753748.0,0,751549.8,754439.3,756721.4,756738.4
23B,372,Trial: 3,target,758421.3,759421.0,776186.1,776635.0,776665.0,778690.1,0,776635.4,778942.1,783053.3,783058.6
23B,489,Trial: 4,target,785074.7,786074.0,820212.1,820968.4,820996.0,823101.0,0,820968.8,823349.0,825196.9,825199.3
23B,646,Trial: 5,target,827106.4,828106.0,845058.2,845820.5,845847.0,848356.1,0,845820.9,850181.3,853462.1,853464.5
23B,782,Trial: 6,target,855010.8,856010.0,873398.0,873741.6,873778.0,876379.0,0,873741.9,877542.0,880293.4,880298.6
23B,903,Trial: 7,target,881881.0,882881.0,905936.1,906299.4,906329.0,908207.0,0,906299.8,908653.7,910124.1,910126.5
23B,1028,Trial: 8,target,911820.3,912820.0,935709.2,936071.9,936100.0,938385.0,0,936072.2,939126.8,941524.9,941527.7
23B,1146,Trial: 9,target,943160.6,944160.0,960492.2,961441.0,961471.0,963483.0,0,961441.4,964246.8,965564.3,965566.7
23B,1293,Trial: 10,target,967228.7,968228.0,989960.2,990512.9,990542.0,992614.1,0,990513.3,993090.6,994875.1,994877.6
23B,1442,Trial: 11,target,996617.5,997617.0,1.017359e6,1.017716e6,1.017753e6,1.019936e6,0,1.017717e6,1.02029e6,1.022491e6,1.022493e6
23B,1554,Trial: 12,target,1.024488e6,1.025488e6,1.048674e6,1.049023e6,1.049054e6,1.050828e6,0,1.049024e6,1.051226e6,1.053353e6,1.053356e6
23B,1667,Trial: 13,target,1.054944e6,1.055944e6,1.080702e6,1.081464e6,1.081495e6,1.08342e6,0,1.081465e6,1.083675e6,1.085035e6,1.085037e6
23B,1765,Trial: 14,target,1.086618e6,1.087618e6,1.109908e6,1.110236e6,1.110266e6,1.112209e6,0,1.110236e6,1.112322e6,1.114225e6,1.114228e6
23B,1930,Trial: 15,target,1.11589e6,1.11689e6,1.147268e6,1.147614e6,1.147647e6,1.149446e6,0,1.147615e6,1.150217e6,1.152416e6,1.152419e6
23B,2064,Trial: 16,target,1.154336e6,1.155336e6,1.174588e6,1.174952e6,1.174988e6,1.177139e6,0,1.174952e6,1.178097e6,1.180152e6,1.180157e6
23B,2213,Trial: 17,target,1.18179e6,1.18279e6,1.200833e6,1.201538e6,1.201569e6,1.204018e6,0,1.201539e6,1.205025e6,1.20721e6,1.207212e6
23B,2369,Trial: 18,target,1.208927e6,1.209927e6,1.236764e6,1.237065e6,1.2371e6,1.239036e6,0,1.237065e6,1.240104e6,1.242328e6,1.24233e6
23B,2505,Trial: 19,target,1.244037e6,1.245037e6,1.259723e6,1.260049e6,1.260081e6,1.262402e6,0,1.260049e6,1.262736e6,1.26868e6,1.268682e6
23B,2597,Trial: 20,target,1.270474e6,1.271474e6,1.294416e6,1.295342e6,1.295372e6,1.297338e6,0,1.295343e6,1.298231e6,1.30028e6,1.300283e6
23B,2728,Trial: 21,target,1.302231e6,1.303231e6,1.320242e6,1.320962e6,1.320993e6,1.323594e6,0,1.320962e6,1.32404e6,1.325878e6,1.325884e6
23B,2908,Trial: 22,target,1.327783e6,1.328783e6,1.350308e6,1.350901e6,1.350934e6,1.352831e6,0,1.350901e6,1.353127e6,1.355982e6,1.355984e6
23B,3019,Trial: 23,target,1.357472e6,1.358472e6,1.378507e6,1.379689e6,1.379725e6,1.381727e6,0,1.37969e6,1.381816e6,1.383478e6,1.383481e6
23B,3147,Trial: 24,target,1.38506e6,1.38606e6,1.400518e6,1.401222e6,1.401256e6,1.403597e6,0,1.401222e6,1.404085e6,1.405645e6,1.405648e6
23B,3270,Trial: 25,target,1.40716e6,1.40816e6,1.426667e6,1.427375e6,1.427407e6,1.429922e6,0,1.427376e6,1.430103e6,1.431246e6,1.431249e6
23B,3383,Trial: 26,target,1.432763e6,1.433763e6,1.454529e6,1.454846e6,1.454878e6,1.456867e6,0,1.454846e6,1.456869e6,1.458765e6,1.458767e6
23B,3531,Trial: 27,target,1.4604e6,1.4614e6,1.485097e6,1.485419e6,1.485449e6,1.487463e6,0,1.485419e6,1.487517e6,1.490341e6,1.490344e6
23B,3660,Trial: 28,target,1.492991e6,1.493991e6,1.511951e6,1.51274e6,1.51277e6,1.514991e6,0,1.51274e6,1.51586e6,1.517892e6,1.517895e6
23B,3794,Trial: 29,target,1.519495e6,1.520495e6,1.540073e6,1.540527e6,1.540561e6,1.543108e6,0,1.540527e6,1.543356e6,1.545388e6,1.54539e6
23B,3912,Trial: 30,target,1.546982e6,1.547982e6,1.565445e6,1.56618e6,1.566212e6,1.568067e6,0,1.56618e6,1.568293e6,1.570205e6,1.570207e6
23B,4037,Trial: 31,target,1.571767e6,1.572767e6,1.588349e6,1.58873e6,1.588762e6,1.590675e6,0,1.588731e6,1.591981e6,1.593484e6,1.593487e6
23B,4175,Trial: 32,target,1.595118e6,1.596118e6,1.6144e6,1.614983e6,1.615013e6,1.617652e6,0,1.614984e6,1.618204e6,1.619763e6,1.619766e6
23B,4282,Trial: 33,target,1.621655e6,1.622655e6,1.647769e6,1.648492e6,1.648524e6,1.650515e6,0,1.648492e6,1.651066e6,1.65346e6,1.653464e6
23B,4383,Trial: 34,target,1.65518e6,1.65618e6,1.669847e6,1.671126e6,1.671155e6,1.673202e6,0,1.671126e6,1.673308e6,1.674788e6,1.67479e6
23B,4488,Trial: 35,target,1.67633e6,1.67733e6,1.694262e6,1.694877e6,1.694906e6,1.696653e6,0,1.694877e6,1.696747e6,1.699666e6,1.699669e6
23B,4606,Trial: 36,target,1.701549e6,1.702549e6,1.726935e6,1.727551e6,1.727587e6,1.72938e6,0,1.727552e6,1.729603e6,1.731569e6,1.731572e6
23B,4762,Trial: 37,target,1.733106e6,1.734106e6,1.755912e6,1.75674e6,1.756768e6,1.758591e6,0,1.756741e6,1.75905e6,1.760745e6,1.760747e6
23B,4883,Trial: 38,target,1.762344e6,1.763344e6,1.781075e6,1.781459e6,1.781489e6,1.783644e6,0,1.781459e6,1.783689e6,1.785169e6,1.785171e6
23B,5000,Trial: 39,target,1.786779e6,1.787779e6,1.808374e6,1.808713e6,1.80875e6,1.810423e6,0,1.808713e6,1.81116e6,1.812497e6,1.8125e6
23B,5134,Trial: 40,target,1.814033e6,1.815033e6,1.840913e6,1.841621e6,1.841651e6,1.843649e6,0,1.841621e6,1.843834e6,1.84564e6,1.845643e6
23B,5249,Trial: 41,target,2.012917e6,2.013917e6,2.031293e6,2.031764e6,2.031797e6,2.033587e6,0,2.031765e6,2.033943e6,2.035567e6,2.03557e6
23B,5361,Trial: 42,target,2.037135e6,2.038135e6,2.052461e6,2.052963e6,2.052998e6,2.055116e6,0,2.052964e6,2.055735e6,2.056998e6,2.057001e6
23B,5470,Trial: 43,target,2.058785e6,2.059785e6,2.079947e6,2.080301e6,2.080329e6,2.082649e6,0,2.080301e6,2.082933e6,2.08479e6,2.084793e6
23B,5561,Trial: 44,target,2.086455e6,2.087455e6,2.106697e6,2.107388e6,2.10742e6,2.10931e6,0,2.107388e6,2.109503e6,2.111877e6,2.111879e6
23B,5764,Trial: 45,target,2.113526e6,2.114526e6,2.132617e6,2.133658e6,2.133691e6,2.13597e6,0,2.133658e6,2.136014e6,2.13951e6,2.139512e6
23B,5904,Trial: 46,target,2.141263e6,2.142263e6,2.163652e6,2.163964e6,2.163992e6,2.166046e6,0,2.163964e6,2.166213e6,2.168565e6,2.168569e6
23B,6010,Trial: 47,target,2.170068e6,2.171068e6,2.196462e6,2.197306e6,2.197333e6,2.199214e6,0,2.197306e6,2.199564e6,2.201236e6,2.201244e6
23B,6102,Trial: 48,target,2.202726e6,2.203726e6,2.230603e6,2.230931e6,2.230964e6,2.233372e6,0,2.230931e6,2.233588e6,2.235109e6,2.235111e6
23B,6206,Trial: 49,target,2.236952e6,2.237952e6,2.264646e6,2.26479e6,2.264825e6,2.266867e6,0,2.26479e6,2.267059e6,2.268893e6,2.268911e6
23B,6311,Trial: 50,target,2.270477e6,2.271477e6,2.294545e6,2.294863e6,2.294896e6,2.29685e6,0,2.294863e6,2.297107e6,2.298494e6,2.2985e6
23B,6448,Trial: 51,target,2.300033e6,2.301033e6,2.331939e6,2.332291e6,2.332328e6,2.334584e6,0,2.332291e6,2.334707e6,2.336691e6,2.336696e6
23B,6578,Trial: 52,target,2.338195e6,2.339195e6,2.353251e6,2.353657e6,2.353688e6,2.355828e6,0,2.353657e6,2.35589e6,2.357385e6,2.357388e6
23B,6711,Trial: 53,target,2.358944e6,2.359944e6,2.38447e6,2.384764e6,2.384799e6,2.386686e6,0,2.384764e6,2.386819e6,2.391081e6,2.391087e6
23B,6852,Trial: 54,target,2.39267e6,2.39367e6,2.413558e6,2.414503e6,2.41453e6,2.41734e6,0,2.414503e6,2.418018e6,2.419628e6,2.419642e6
23B,6949,Trial: 55,target,2.421141e6,2.422141e6,2.441256e6,2.44169e6,2.441721e6,2.443444e6,0,2.44169e6,2.443666e6,2.444857e6,2.44486e6
23B,7132,Trial: 56,target,2.446444e6,2.447443e6,2.475234e6,2.475649e6,2.475683e6,2.477511e6,0,2.475649e6,2.478129e6,2.480969e6,2.480971e6
23B,7243,Trial: 57,target,2.482487e6,2.483487e6,2.503925e6,2.50397e6,2.504003e6,2.506708e6,0,2.503971e6,2.508984e6,2.510616e6,2.510618e6
23B,7395,Trial: 58,target,2.51216e6,2.51316e6,2.533025e6,2.533392e6,2.533424e6,2.535434e6,0,2.533393e6,2.53604e6,2.537568e6,2.537571e6
23B,7536,Trial: 59,target,2.539747e6,2.540747e6,2.556544e6,2.556877e6,2.556905e6,2.559397e6,0,2.556877e6,2.560009e6,2.562192e6,2.562194e6
23B,7660,Trial: 60,target,2.5653e6,2.5663e6,2.5864e6,2.586733e6,2.586766e6,2.588525e6,0,2.586733e6,2.588663e6,2.591303e6,2.591306e6
23B,7793,Trial: 61,target,2.592987e6,2.593987e6,2.610259e6,2.610584e6,2.610617e6,2.612669e6,0,2.610584e6,2.613054e6,2.61528e6,2.615282e6
24B,185,Trial: 1,target,407372.1,408372.0,422917.0,423234.1,423266.0,425306.1,0,423234.5,428871.5,431471.3,431474.0
24B,369,Trial: 2,target,445400.9,446400.0,464443.1,464815.6,464847.0,467296.0,0,464815.9,468383.6,471118.6,471121.8
24B,474,Trial: 3,target,472955.1,473955.0,491686.2,492052.8,492088.0,494243.1,0,492053.2,496102.7,498374.3,498376.7
24B,678,Trial: 4,target,500392.5,501392.0,527870.2,528380.3,528410.0,530452.1,0,528380.7,532495.3,538839.1,538841.6
24B,910,Trial: 5,target,540939.8,541939.0,558950.1,559337.1,559371.0,561972.0,0,559337.4,564150.4,569078.0,569080.5
24B,1147,Trial: 6,target,571362.8,572362.0,592230.2,592845.8,592882.0,594887.1,0,592846.1,596054.5,600726.6,600729.1
24B,1333,Trial: 7,target,603103.5,604103.0,618159.2,619432.5,619463.0,621603.1,0,619432.9,622190.7,625662.0,625664.0
24B,1505,Trial: 8,target,627288.5,628288.0,648513.1,649505.3,649534.0,651257.1,0,649505.7,652429.0,655758.5,655761.6
24B,1617,Trial: 9,target,657878.3,658878.0,676266.2,677776.7,677805.0,680406.1,0,677777.0,681598.0,686412.4,686418.6
24B,1734,Trial: 10,target,688217.9,689217.0,717722.1,719408.2,719437.0,721265.0,0,719408.5,722814.1,725844.6,725847.9
24B,1895,Trial: 11,target,727664.4,728664.0,753420.1,755135.2,755168.0,757095.1,0,755135.6,758276.5,760477.2,760479.6
24B,2111,Trial: 12,target,762440.7,763440.0,786508.2,787242.8,787279.0,789233.0,0,787243.2,790244.1,794148.9,794151.6
24B,2281,Trial: 13,target,796566.6,797566.0,819128.0,819533.9,819561.0,821633.1,0,819534.3,823203.8,825451.2,825456.6
24B,2446,Trial: 14,target,827823.5,828823.0,845095.1,846504.3,846532.1,848584.2,0,846504.7,850492.5,855539.9,855542.5
24B,2610,Trial: 15,target,857279.2,858279.0,888411.2,888986.5,889013.0,891271.0,0,888986.8,892804.2,895652.3,895659.9
24B,2746,Trial: 16,target,897993.3,898993.0,914790.2,916006.9,916034.0,918526.1,0,916007.3,919426.6,922483.1,922485.5
24B,2862,Trial: 17,target,924530.0,925530.0,947356.1,947831.0,947865.0,949919.1,0,947831.4,950706.4,954138.1,954140.6
24B,2981,Trial: 18,target,956404.2,957404.0,977387.1,978871.2,978906.0,981070.2,0,978871.5,982187.3,984387.4,984389.9
24B,3107,Trial: 19,target,986777.3,987777.0,1.007892e6,1.008393e6,1.008428e6,1.010187e6,0,1.008393e6,1.011226e6,1.017554e6,1.017556e6
24B,3258,Trial: 20,target,1.019835e6,1.020835e6,1.043125e6,1.044787e6,1.044819e6,1.046762e6,0,1.044788e6,1.047737e6,1.04985e6,1.049852e6
24B,3376,Trial: 21,target,1.052009e6,1.053009e6,1.076064e6,1.082015e6,1.08205e6,1.083928e6,0,1.082016e6,1.085665e6,1.088809e6,1.088811e6
24B,3484,Trial: 22,target,1.093858e6,1.094858e6,1.11119e6,1.111571e6,1.111601e6,1.113613e6,0,1.111572e6,1.115122e6,1.11728e6,1.117282e6
24B,3666,Trial: 23,target,1.119694e6,1.120694e6,1.154754e6,1.155221e6,1.155253e6,1.157328e6,0,1.155221e6,1.159682e6,1.164953e6,1.164956e6
24B,3797,Trial: 24,target,1.16678e6,1.16778e6,1.187668e6,1.188279e6,1.188314e6,1.191124e6,0,1.18828e6,1.191825e6,1.194968e6,1.19497e6
24B,3963,Trial: 25,target,1.198003e6,1.199003e6,1.221648e6,1.222355e6,1.222386e6,1.224639e6,0,1.222355e6,1.225344e6,1.230424e6,1.230429e6
24B,4179,Trial: 26,target,1.232863e6,1.233863e6,1.250815e6,1.251277e6,1.251307e6,1.253816e6,0,1.251277e6,1.255432e6,1.257919e6,1.257921e6
24B,4319,Trial: 27,target,1.260067e6,1.261067e6,1.284197e6,1.284919e6,1.284948e6,1.286821e6,0,1.284919e6,1.28756e6,1.291406e6,1.291409e6
24B,4417,Trial: 28,target,1.294043e6,1.295043e6,1.326e6,1.326651e6,1.326679e6,1.328456e6,0,1.326651e6,1.329294e6,1.333208e6,1.33321e6
24B,4554,Trial: 29,target,1.336074e6,1.337074e6,1.356816e6,1.357507e6,1.357541e6,1.359724e6,0,1.357508e6,1.359879e6,1.363863e6,1.363865e6
24B,4710,Trial: 30,target,1.492476e6,1.493476e6,1.518551e6,1.518979e6,1.519007e6,1.520932e6,0,1.51898e6,1.522133e6,1.524551e6,1.524569e6
24B,4858,Trial: 31,target,1.526318e6,1.527318e6,1.54657e6,1.546617e6,1.546648e6,1.548799e6,0,1.546617e6,1.550101e6,1.55351e6,1.553512e6
